top_k,pearson,wpearson,mse,deg_pearson,deg_wpearson,pearson_delta,wpearson_delta,deg_pearson_delta,deg_wpearson_delta,mse_delta,r2,wr2,r2_deg,wr2_deg,wmse,direction_acc,wdirection_acc,deg_direction_acc,deg_wdirection_acc,deg_recall,deg_recall_std,method,seed,split_seed,init_seed,lambda_single,epochs,sampling,n_train_single,n_train_double,n_test_conditions
20,0.9866903424263,0.987679304032693,0.0043481239117681,0.9318883406203304,0.9359247571544644,0.8174751400947571,0.7918967119215324,0.9127686983758478,0.8849335835464613,0.0043481239117681,0.9729049801826476,0.9747938850337838,0.818822766766307,0.8266079265398882,0.0741483271121978,0.6078278285228491,0.6044913262703301,0.972,0.9589195110701108,0.6219999999999999,0.1619135571840727,SPED (Ldouble only),0,0,0,0.0,2,cell,102,103,25
20,0.9914515614509584,0.9936552425825838,0.0027997356373816,0.9627134720386472,0.970855404018598,0.90581876039505,0.9087427333409716,0.9585758895832036,0.960274698314592,0.0027997356373816,0.9826517701148988,0.987057573619089,0.8976771594381233,0.9192974076500824,0.0390383228659629,0.6283746317626185,0.6273251529558396,0.994,0.9943323339483396,0.6920000000000001,0.0966229786334493,SPED (Lsingle + Ldouble),0,0,0,1.0,2,cell,102,103,25
