top_k,pearson,wpearson,mse,deg_pearson,deg_wpearson,pearson_delta,wpearson_delta,deg_pearson_delta,deg_wpearson_delta,mse_delta,r2,wr2,r2_deg,wr2_deg,wmse,direction_acc,wdirection_acc,deg_direction_acc,deg_wdirection_acc,deg_recall,deg_recall_std,method,seed,split_seed,init_seed,lambda_single,epochs,sampling,n_train_single,n_train_double,n_test_conditions
20,0.9914515614509583,0.9936552425825838,0.002799735637381673,0.9627134720386471,0.970855404018598,0.90581876039505,0.9087427333409716,0.9585758895832036,0.960274698314592,0.002799735637381673,0.9826517701148987,0.987057573619089,0.8976771594381233,0.9192974076500823,0.03903832286596298,0.6283746317626185,0.6273251529558396,0.9940000000000001,0.9943323339483395,0.6920000000000001,0.0966229786334493,SPED (Lsingle + Ldouble),0,0,0,1.0,2,cell,102,103,25
