top_k,pearson,wpearson,mse,deg_pearson,deg_wpearson,pearson_delta,wpearson_delta,deg_pearson_delta,deg_wpearson_delta,mse_delta,r2,wr2,r2_deg,wr2_deg,wmse,direction_acc,wdirection_acc,deg_direction_acc,deg_wdirection_acc,deg_recall,deg_recall_std,method,seed,split_seed,init_seed,lambda_single,epochs,sampling,n_train_single,n_train_double,n_test_conditions
20,0.9866903424263,0.987679304032693,0.004348123911768198,0.9318883406203305,0.9359247571544645,0.8174751400947571,0.7918967119215324,0.9127686983758478,0.8849335835464613,0.004348123911768198,0.9729049801826477,0.9747938850337838,0.818822766766307,0.8266079265398882,0.07414832711219788,0.6078278285228491,0.6044913262703301,0.972,0.9589195110701108,0.6219999999999999,0.16191355718407277,SPED (Ldouble only),0,0,0,0.0,2,cell,102,103,25
