split_seed,metric,n_conditions,sped_mean,additive_mean,oriented_sped_gain,ci95_low,ci95_high,bootstrap_probability_sped_better
0,pearson_delta,25,0.90581876039505,0.9289007782936096,-0.023081939667463303,-0.03946519764140248,-0.006877845199778677,0.002
0,deg_pearson_delta,25,0.9585758852958679,0.9647510027885438,-0.006175117492675781,-0.01578035229444504,0.0041018201708793636,0.119
0,deg_recall,25,0.6920000000000001,0.7240000000000001,-0.032,-0.06200000000000001,-1.3322676295501878e-17,0.021
0,wmse,25,0.03903832286596298,0.04136356711387634,0.0023252430837601423,-0.011006168625317513,0.016257454454898828,0.637
