top_k,pearson,wpearson,mse,deg_pearson,deg_wpearson,pearson_delta,wpearson_delta,deg_pearson_delta,deg_wpearson_delta,mse_delta,r2,wr2,r2_deg,wr2_deg,wmse,direction_acc,wdirection_acc,deg_direction_acc,deg_wdirection_acc,deg_recall,deg_recall_std,method,seed,n_double_train,split_file,n_test_conditions,n_missing_conditions,reference_source,n_control_conditions,n_single_conditions
20,0.991778552532196,0.9938058129398365,0.0027055153623223305,0.9664176622949172,0.9738326090780539,0.9289007782936096,0.933371587391819,0.9647509936771037,0.9679686965558955,0.002705515129491687,0.9832562208175659,0.9873182896895822,0.9119606101494209,0.9282810885507128,0.04136356711387634,0.7398615416524299,0.7387625306425719,0.996,0.9957276291512916,0.7240000000000001,0.1011137972781163,Empirical additive,0,,norman_full_seed0_by_perturbation.json,25,0,all_controls_not_assigned_to_test,1,102
